"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.683533482E1,5.237717847E1,4.878043650E0,2.051559877E1,0.000000000E0,0.000000000E0,3.944791794E1,1.221842480E1
6.783508945E1,5.237717849E1,4.878043710E0,2.050253731E1,0.000000000E0,0.000000000E0,4.518362045E1,1.322760963E1
6.883503560E1,5.237717852E1,4.878043650E0,2.049832589E1,0.000000000E0,0.000000000E0,4.931371307E1,1.378383827E1
6.983685810E1,5.237717801E1,4.878045410E0,2.064444436E1,0.000000000E0,0.000000000E0,4.823601151E1,1.363220787E1
7.083556102E1,5.237717800E1,4.878045420E0,2.064438332E1,0.000000000E0,0.000000000E0,5.143394852E1,1.378175259E1
7.183503924E1,5.237718976E1,4.878034830E0,1.998124677E1,0.000000000E0,0.000000000E0,1.881374550E1,1.421784401E1
7.283851174E1,5.237718902E1,4.878036510E0,1.986607336E1,0.000000000E0,0.000000000E0,2.089777946E1,1.481152153E1
7.383567627E1,5.237718751E1,4.878038760E0,2.027140701E1,0.000000000E0,0.000000000E0,2.195696259E1,1.447539043E1
7.483603180E1,5.237718729E1,4.878038200E0,2.046623059E1,0.000000000E0,0.000000000E0,2.134696579E1,1.374704552E1
7.583691575E1,5.237718727E1,4.878038200E0,2.047758311E1,0.000000000E0,0.000000000E0,2.214633942E1,1.322984314E1
7.683661127E1,5.237718723E1,4.878038250E0,2.047630134E1,0.000000000E0,0.000000000E0,2.346101379E1,1.311930561E1
7.783603169E1,5.237718724E1,4.878038210E0,2.048417487E1,0.000000000E0,0.000000000E0,2.508332825E1,1.297671032E1
7.883724179E1,5.237718720E1,4.878038200E0,2.050358398E1,0.000000000E0,0.000000000E0,2.713849068E1,1.303887463E1
7.983580086E1,5.237718722E1,4.878038120E0,2.051017576E1,0.000000000E0,0.000000000E0,2.989085007E1,1.329684925E1
8.083406705E1,5.237718736E1,4.878038040E0,2.046989271E1,0.000000000E0,0.000000000E0,3.580751038E1,1.481762028E1
8.183613096E1,5.237718924E1,4.878035930E0,2.012510654E1,0.000000000E0,0.000000000E0,3.957860947E1,1.559344292E1
8.283444007E1,5.237718935E1,4.878035920E0,2.007011401E1,0.000000000E0,0.000000000E0,4.505690002E1,1.650837708E1
8.383575414E1,5.237718937E1,4.878035960E0,2.004936211E1,0.000000000E0,0.000000000E0,5.094692612E1,1.745030594E1
9.183623137E1,5.237719303E1,4.878027760E0,1.994090303E1,0.000000000E0,0.000000000E0,3.050839424E1,2.209428978E1
9.283651955E1,5.237719308E1,4.878027730E0,1.992784156E1,0.000000000E0,0.000000000E0,3.052650833E1,2.094216728E1
9.383600288E1,5.237719309E1,4.878027770E0,1.990995829E1,0.000000000E0,0.000000000E0,3.371461105E1,2.164202690E1
9.483590757E1,5.237719305E1,4.878027880E0,1.990312236E1,0.000000000E0,0.000000000E0,3.582592010E1,2.222275162E1
9.583685658E1,5.237719308E1,4.878027900E0,1.988645982E1,0.000000000E0,0.000000000E0,4.518753815E1,2.600422287E1
1.070918164E2,5.237725170E1,4.877949800E0,2.639075785E0,0.000000000E0,0.000000000E0,2.268300056E1,1.000000000E0
1.088358301E2,5.237719918E1,4.878022000E0,1.927367202E1,0.000000000E0,0.000000000E0,4.720560837E1,3.129496574E1
1.098367444E2,5.237720334E1,4.878023810E0,1.897527805E1,0.000000000E0,0.000000000E0,3.531796646E1,3.553224564E1
