"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.838387043E0,-6.204919815E1,-2.067899895E1,1.388359928E1
2.848387043E0,-6.202479935E1,-2.069120026E1,1.387139988E1
2.858387043E0,-6.211019897E1,-2.072780037E1,1.378599930E1
2.868387043E0,-6.178079987E1,-2.080099869E1,1.373719978E1
2.878387043E0,-6.178079987E1,-2.083759880E1,1.362739944E1
2.888387043E0,-6.181739807E1,-2.084980011E1,1.351760006E1
2.898387043E0,-6.179299927E1,-2.089859962E1,1.335900021E1
2.908387043E0,-6.180519867E1,-2.089859962E1,1.324919987E1
2.918387043E0,-6.181739807E1,-2.091079903E1,1.315159988E1
2.928387043E0,-6.189059830E1,-2.095960045E1,1.299300003E1
2.938387043E0,-6.185400009E1,-2.100839996E1,1.284659958E1
2.948387043E0,-6.221999741E1,-2.098399925E1,1.277339935E1
2.958387043E0,-6.228099823E1,-2.100839996E1,1.259039974E1
2.968387043E0,-6.225659943E1,-2.110599899E1,1.240740013E1
2.978387043E0,-6.193939972E1,-2.119140053E1,1.226099968E1
2.988387043E0,-6.195159912E1,-2.125239944E1,1.206579971E1
2.998387043E0,-6.193939972E1,-2.128899956E1,1.189499950E1
3.008387043E0,-6.193939972E1,-2.132559967E1,1.163879967E1
3.018387043E0,-6.195159912E1,-2.133779907E1,1.139480019E1
3.028387043E0,-6.196379852E1,-2.131340027E1,1.095559978E1
3.038387043E0,-6.198819733E1,-2.138660049E1,1.069939995E1
3.048387043E0,-6.212239838E1,-2.139879990E1,1.038220024E1
3.058387043E0,-6.254940033E1,-2.141099930E1,1.011380005E1
3.068387043E0,-6.264699936E1,-2.144759941E1,9.845399857E0
3.078387043E0,-6.270800018E1,-2.132559967E1,9.296400070E0
3.088387043E0,-6.279339981E1,-2.138660049E1,9.113399506E0
3.098387043E0,-6.287879944E1,-2.145979881E1,8.881599426E0
3.108387043E0,-6.293980026E1,-2.163059998E1,8.808400154E0
3.118387043E0,-6.300079727E1,-2.164279938E1,8.564399719E0
3.128387043E0,-6.300079727E1,-2.170380020E1,8.405799866E0
3.138387043E0,-6.292759705E1,-2.176479912E1,8.222800255E0
3.148387043E0,-6.297639847E1,-2.183799934E1,7.929999828E0
3.158387043E0,-6.308619690E1,-2.205760002E1,8.003199577E0
3.168387043E0,-6.307399750E1,-2.209420013E1,7.771399975E0
3.178387043E0,-6.312279892E1,-2.209420013E1,7.502999783E0
3.188387043E0,-6.311059952E1,-2.213080025E1,7.210199833E0
3.198387043E0,-6.317160034E1,-2.216740036E1,6.990599632E0
3.208387043E0,-6.319599915E1,-2.219179916E1,6.636799812E0
3.218387043E0,-6.325699997E1,-2.221619987E1,6.319600105E0
3.228387043E0,-6.328139877E1,-2.225279999E1,6.051199913E0
3.238387043E0,-6.326919937E1,-2.232600021E1,5.770599842E0
3.248387043E0,-6.329359818E1,-2.236260033E1,5.453399658E0
3.258387043E0,-6.328139877E1,-2.242359924E1,5.184999943E0
3.268387043E0,-6.333020020E1,-2.247239876E1,4.977600098E0
3.278387043E0,-6.333020020E1,-2.254559898E1,4.672599792E0
3.288387043E0,-6.333020020E1,-2.264319992E1,4.440799713E0
3.298387043E0,-6.340340042E1,-2.270419884E1,4.123600006E0
3.308387043E0,-6.336679840E1,-2.278960037E1,3.867399931E0
3.318387043E0,-6.340340042E1,-2.281399918E1,3.623399973E0
3.328387043E0,-6.341559982E1,-2.286279869E1,3.306200027E0
3.338387043E0,-6.342779922E1,-2.292379951E1,3.074399948E0
3.348387043E0,-6.335459900E1,-2.297259903E1,2.744999886E0
3.358387043E0,-6.334239960E1,-2.297259903E1,2.500999928E0
3.368387043E0,-6.336679840E1,-2.294820023E1,2.256999969E0
3.378387043E0,-6.333020020E1,-2.298480034E1,2.013000011E0
3.388387043E0,-6.315939713E1,-2.298480034E1,1.793399930E0
3.398387043E0,-6.313499832E1,-2.302140045E1,1.451799989E0
3.408387043E0,-6.317160034E1,-2.307019997E1,1.244400024E0
3.418387043E0,-6.317160034E1,-2.309459877E1,9.637999535E-1
3.428387043E0,-6.322039795E1,-2.311899948E1,7.197999954E-1
3.438387043E0,-6.319599915E1,-2.315559959E1,4.757999778E-1
3.448387043E0,-6.320819855E1,-2.320439911E1,2.195999920E-1
3.458387043E0,-6.324480057E1,-2.321660042E1,4.879999906E-2
3.468387043E0,-6.334239960E1,-2.330200005E1,-1.951999962E-1
3.478387043E0,-6.334239960E1,-2.330200005E1,-3.416000009E-1
3.488387043E0,-6.334239960E1,-2.331419945E1,-4.635999799E-1
3.498387043E0,-6.306179810E1,-2.336299896E1,-6.222000122E-1
3.508387043E0,-6.308619690E1,-2.339959908E1,-8.539999723E-1
3.518387043E0,-6.312279892E1,-2.344840050E1,-1.061399937E0
3.528387043E0,-6.309840012E1,-2.346059990E1,-1.317600012E0
3.538387043E0,-6.308619690E1,-2.347279930E1,-1.622599959E0
3.548387043E0,-6.322039795E1,-2.341180038E1,-1.890999913E0
3.558387043E0,-6.319599915E1,-2.343619919E1,-2.220399857E0
3.568387043E0,-6.317160034E1,-2.349720001E1,-2.537600040E0
3.578387043E0,-6.341559982E1,-2.343619919E1,-2.744999886E0
3.588387043E0,-6.337899780E1,-2.350939941E1,-2.927999973E0
3.598387043E0,-6.326919937E1,-2.319219971E1,-3.598999977E0
3.608387043E0,-6.326919937E1,-2.324099922E1,-3.659999847E0
3.618387043E0,-6.323259735E1,-2.326539993E1,-3.757599831E0
3.628387043E0,-6.319599915E1,-2.331419945E1,-3.757599831E0
3.638387043E0,-6.320819855E1,-2.332639885E1,-3.745399952E0
3.648387043E0,-6.319599915E1,-2.335079956E1,-3.720999956E0
3.658387043E0,-6.323259735E1,-2.342399979E1,-3.818599939E0
3.668387043E0,-6.324480057E1,-2.339959908E1,-3.733199835E0
3.678387043E0,-6.330579758E1,-2.372900009E1,-3.281800032E0
3.688387043E0,-6.328139877E1,-2.374119949E1,-3.281800032E0
3.698387043E0,-6.328139877E1,-2.355819893E1,-3.537999868E0
3.708387043E0,-6.324480057E1,-2.357040024E1,-3.623399973E0
3.718387043E0,-6.323259735E1,-2.359479904E1,-3.635599852E0
3.728387043E0,-6.322039795E1,-2.360700035E1,-3.672199965E0
3.738387043E0,-6.320819855E1,-2.361919975E1,-3.562399864E0
3.748387043E0,-6.325699997E1,-2.360700035E1,-3.489199877E0
3.758387043E0,-6.325699997E1,-2.364360046E1,-3.391599894E0
